MTOM,paxmax,Range,f,cd0,FM,LD,K,we_wmax,area_load,disk_load,Nhov,Ncli,Ncru,rotortype
1508,2,96000,1.03,0.015,0.75,12,tbc,0.55,60,75,0.85,0.85,0.92,openrotor
