MTOM,paxmax,Range,f,cd0,FM,LD,K,we_wmax,area_load,disk_load,Nhov,Ncli,Ncru,rotortype
3175,7,240000,1.03,0.014,0.75,18.26,tbc,0.55,116,1189,0.75,0.72,0.83,ductedfan
