MTOM,paxmax,Range,f,cd0,FM,LD,K,we_wmax,area_load,disk_load,Nhov,Ncli,Ncru,rotortype
3175,3,402000,1.03,0.015,0.8,18,tbc,0.55,70,64.8,0.85,0.85,0.9,openrotor
