MTOM,paxmax,Range,f,cd0,FM,LD,K,we_wmax,area_load,disk_load,Nhov,Ncli,Ncru,rotortype
395,1,160000,1.03,0.012,0.8,17,tbc,0.55,60,45,0.85,0.85,0.95,openrotor
